"","title","created_at","updated_at","id","chamber","state","session","type","bill_id"
"158","Relating to the eligibility requirements for employment as an ombudsman of the Office of Injured Employee Counsel under the Texas Workers' Compensation Act.","2017-02-27 06:46:03","2017-06-16 10:12:32","TXB00051845","lower","tx","85","bill","HB 2060"
"159","Relating to the renewal of a certificate of registration by certain interior designers.","2017-02-27 06:46:03","2017-06-16 10:11:49","TXB00051855","lower","tx","85","bill","HB 1657"
"160","Relating to the regulation of certain long-term care facilities, including facilities that provide care to persons with Alzheimer's disease or related disorders; authorizing an administrative penalty.","2017-02-27 06:46:03","2017-06-16 10:12:19","TXB00051857","lower","tx","85","bill","HB 2025"
"161","Relating to the establishment of the commercial license buyback account managed by the Parks and Wildlife Department.","2017-02-27 06:46:04","2017-06-16 10:12:33","TXB00051931","lower","tx","85","bill","HB 1724"
"162","Relating to extensions of an expired permit for the transfer of groundwater from a groundwater conservation district.","2017-02-27 06:46:05","2017-06-16 10:12:30","TXB00051958","lower","tx","85","bill","HB 2378"
"163","Relating to the carrying of certain knives; creating a criminal offense.","2017-02-27 06:46:05","2017-06-16 10:12:24","TXB00051971","lower","tx","85","bill","HB 1935"
"164","Relating to certain identifying information regarding career school or college students.","2017-02-27 06:46:05","2017-06-16 10:12:14","TXB00052007","lower","tx","85","bill","HB 2413"
"165","Relating to properly recorded diacritical marks in vital statistics records, driver's licenses, commercial driver's licenses, and personal identification certificates.","2017-02-27 06:46:05","2017-06-16 10:11:55","TXB00052024","lower","tx","85","bill","HB 1823"
"166","Designating Big Spring as the Lighted Poinsettia Capital of Texas.","2017-02-27 06:46:05","2017-06-16 10:12:27","TXB00052025","lower","tx","85","concurrent resolution","HCR 72"
"167","Relating to the penalties for certain littering offenses.","2017-02-27 06:46:06","2017-06-16 10:12:32","TXB00052054","lower","tx","85","bill","HB 1884"
"168","Relating to the powers and compensation of criminal law magistrates in Tarrant County.","2017-02-27 06:46:06","2017-06-16 10:12:25","TXB00052058","lower","tx","85","bill","HB 1904"
"169","Relating to the regulation of motor fuel quality and motor fuel metering devices; authorizing fees.","2017-02-27 06:46:06","2017-06-16 10:11:59","TXB00052087","lower","tx","85","bill","HB 2174"
"170","Relating to the licensing and regulation of a journeyman industrial electrician.","2017-02-27 06:46:06","2017-06-16 10:12:09","TXB00052095","lower","tx","85","bill","HB 1698"
"171","Relating to temporary certification of an educator from outside the state who is the spouse of an active duty military service member.","2017-02-27 06:46:06","2017-06-16 10:12:21","TXB00052102","lower","tx","85","bill","HB 1934"
"172","Relating to the requirements for withdrawal by a certified self-insurer from workers' compensation self-insurance.","2017-02-27 06:46:06","2017-06-16 10:12:29","TXB00052103","lower","tx","85","bill","HB 1989"
"173","Relating to decedents' estates and certain posthumous gifts.","2017-02-27 06:46:07","2017-06-16 10:12:28","TXB00052120","lower","tx","85","bill","HB 2271"
"174","Relating to the regulation of residential service contracts.","2017-02-27 06:46:07","2017-06-16 10:12:22","TXB00052136","lower","tx","85","bill","HB 2279"
"175","Relating to contract requirements for prescription drug benefits provided by Medicaid managed care organizations.","2017-02-27 06:46:07","2017-06-16 10:12:20","TXB00052140","lower","tx","85","bill","HB 1917"
"176","Relating to a penalty for independent executors who misrepresent in an affidavit in lieu of the inventory, appraisement, and list of claims that certain beneficiaries received the inventory and appraisement.","2017-02-27 06:46:08","2017-06-16 10:12:15","TXB00052258","lower","tx","85","bill","HB 1877"
"177","Relating to the administration and operation of certain trusts created to provide for the general care and maintenance of perpetual care cemeteries.","2017-02-27 06:46:10","2017-06-16 10:12:13","TXB00052363","lower","tx","85","bill","HB 1948"
"178","Relating to durable powers of attorney.","2017-02-27 06:46:10","2017-06-16 10:12:11","TXB00052364","lower","tx","85","bill","HB 1974"
"179","Relating to damages in certain contract claims against the state.","2017-02-27 06:46:10","2017-06-16 10:12:23","TXB00052386","lower","tx","85","bill","HB 2121"
"180","Relating to the establishment of the Texas Institute for Coastal Prairie Research and Education at the University of Houston.","2017-02-27 06:46:10","2017-06-16 10:12:35","TXB00052391","lower","tx","85","bill","HB 2285"
"181","Relating to the content of an application for Medicaid and coverage for certain services related to maternal depression under the Medicaid and child health plan programs.","2017-02-28 07:06:44","2017-06-16 10:12:07","TXB00052431","lower","tx","85","bill","HB 2466"
"182","Relating to domestic surplus lines insurers; authorizing and imposing a tax.","2017-02-28 07:06:48","2017-06-16 10:12:30","TXB00052466","lower","tx","85","bill","HB 2492"
"183","Relating to the sales and use tax exemption for certain amusement services.","2017-02-28 07:06:49","2017-06-16 10:11:53","TXB00052473","lower","tx","85","bill","HB 2475"
"184","Relating to the imposition of hotel occupancy taxes by and the collection and use of certain tax revenue in certain municipalities and counties, including the authority of certain municipalities to pledge certain tax revenue for the payment of obligations related to hotel and hotel and convention center projects; authorizing the imposition of a tax.","2017-02-28 07:06:49","2017-06-16 10:12:25","TXB00052475","lower","tx","85","bill","HB 2445"
"185","Relating to requiring state agencies to develop written succession plans.","2017-02-28 07:06:54","2017-06-16 10:12:18","TXB00052532","lower","tx","85","bill","HB 2463"
"186","Relating to the minutes of operation required for public school districts, charter schools, and other education programs and to calculating the average daily attendance for certain education programs.","2017-02-28 07:06:56","2017-06-16 10:12:16","TXB00052550","lower","tx","85","bill","HB 2442"
"187","Relating to insurance requirements for certain nonemergency medical transportation.","2017-02-28 07:06:56","2017-06-16 10:12:03","TXB00052556","lower","tx","85","bill","HB 2501"
"188","Relating to restoration of the position of public employees when relieved of duty from the Texas military forces or a similar unit.","2017-02-28 07:06:58","2017-06-16 10:12:07","TXB00052570","lower","tx","85","bill","HB 2486"
"189","Relating to the elimination of certain fees for licensure and the disposition of certain fees collected by the Texas Lottery Commission under the Bingo Enabling Act.","2017-03-01 07:14:32","2017-06-16 10:12:06","TXB00052595","lower","tx","85","bill","HB 2578"
"190","Relating to measures to address and deter certain criminal or other unlawful activity, including trafficking of persons, sexual offenses, prostitution, and activity that may constitute a public nuisance; increasing criminal penalties; creating a criminal offense.","2017-03-01 07:14:38","2017-06-16 10:11:55","TXB00052665","lower","tx","85","bill","HB 2552"
"191","Relating to civil suits brought by local governments or certain other persons for violations of certain laws under the jurisdiction of, or rules adopted or orders or permits issued by, the Texas Commission on Environmental Quality.","2017-03-01 07:14:41","2017-06-16 10:11:55","TXB00052690","lower","tx","85","bill","HB 2533"
"192","Relating to forest pest control.","2017-03-01 07:14:43","2017-06-16 10:12:25","TXB00052709","lower","tx","85","bill","HB 2567"
"193","Relating to the powers and duties of the Big Sky Municipal Utility District of Denton County and the Smiley Road Water Control and Improvement District; providing authority to issue bonds and impose fees and taxes.","2017-03-01 07:14:44","2017-06-16 10:12:35","TXB00052715","lower","tx","85","bill","HB 2565"
"194","Relating to the creation of the Denton County Municipal Utility District No. 9; granting a limited power of eminent domain; providing authority to issue bonds; providing authority to impose assessments, fees, and taxes.","2017-03-01 07:14:44","2017-06-16 10:12:25","TXB00052722","lower","tx","85","bill","HB 2566"
"195","Relating to the investigation of fraud, waste, and abuse in certain public benefits programs by the office of inspector general for the Health and Human Services Commission.","2017-03-01 07:14:45","2017-06-16 10:12:21","TXB00052725","lower","tx","85","bill","HB 2523"
"196","Relating to the development of certain local government transportation infrastructure projects; authorizing the issuance of bonds.","2017-03-01 07:14:46","2017-06-16 10:11:57","TXB00052731","lower","tx","85","bill","HB 2557"
"197","Relating to the personal liability of certain elected officials under local government programs to fund water and energy savings improvements through assessments.","2017-03-02 07:02:44","2017-06-16 10:11:54","TXB00052811","lower","tx","85","bill","HB 2654"
"198","Relating to real property acquired by advance acquisition for a transportation facility.","2017-03-02 07:02:45","2017-06-16 10:12:35","TXB00052832","lower","tx","85","bill","HB 2646"
"199","Relating to the licensing of towing operators and vehicle storage facility employees by the Texas Department of Licensing and Regulation.","2017-03-02 07:02:46","2017-06-16 10:12:23","TXB00052835","lower","tx","85","bill","HB 2615"
"200","Relating to authorized investments of public funds.","2017-03-02 07:02:47","2017-06-16 10:12:18","TXB00052841","lower","tx","85","bill","HB 2647"
"201","Relating to civil liability of a person who produces, distributes, sells, or provides or aids in the production, distribution, sale, or provision of certain synthetic substances to another person for damages caused by the other person and to certain actions and investigations under the Deceptive Trade Practices-Consumer Protection Act.","2017-03-02 07:02:47","2017-06-16 10:11:52","TXB00052843","lower","tx","85","bill","HB 2612"
"202","Relating to the Texas Low-Level Radioactive Waste Disposal Compact waste disposal facility; reducing a surcharge; eliminating a fee.","2017-03-02 07:02:50","2017-06-16 10:11:59","TXB00052869","lower","tx","85","bill","HB 2662"
"203","Relating to the term for a lease of land owned by certain navigation districts.","2017-03-02 07:02:53","2017-06-16 10:12:32","TXB00052901","lower","tx","85","bill","HB 2610"
"204","Relating to broker agreements for the sale of certain surplus property by certain counties.","2017-03-04 07:16:42","2017-06-16 10:12:07","TXB00052915","lower","tx","85","bill","HB 2762"
