"","last_name","updated_at","nimsp_candidate_id","full_name","+district_address","first_name","middle_name","id","state","votesmart_id","leg_id","active","transparencydata_id","photo_url","+capital_address","url","country","created_at","level","suffixes","district","party","email","nimsp_id","chamber","nickname","+birth_date"
"135","Neave","2017-06-20 10:17:51",NA,"Neave, Victoria",NA,"Victoria","","TXL000684","tx",NA,"TXL000684",TRUE,NA,"http://www.house.state.tx.us/photos/members/3235.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=107",NA,"2017-01-07 05:53:03",NA,"","107","Democratic","",NA,"lower",NA,NA
"136","Shine","2017-06-20 10:17:51",NA,"Shine, Hugh",NA,"Hugh","","TXL000685","tx",NA,"TXL000685",TRUE,NA,"http://www.house.state.tx.us/photos/members/4455.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=55",NA,"2017-01-07 05:53:03",NA,"","55","Republican","",NA,"lower",NA,NA
"137","Gervin-Hawkins","2017-06-20 10:17:51",NA,"Gervin-Hawkins, Barbara",NA,"Barbara","","TXL000686","tx",NA,"TXL000686",TRUE,NA,"http://www.house.state.tx.us/photos/members/3445.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=120",NA,"2017-01-07 05:53:03",NA,"","120","Democratic","",NA,"lower",NA,NA
"138","Oliverson","2017-06-20 10:17:51",NA,"Oliverson, Tom",NA,"Tom","","TXL000687","tx",NA,"TXL000687",TRUE,NA,"http://www.house.state.tx.us/photos/members/3535.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=130",NA,"2017-01-07 05:53:04",NA,"","130","Republican","",NA,"lower",NA,NA
"139","Roberts","2017-06-20 10:17:51",NA,"Roberts, Kevin",NA,"Kevin","","TXL000688","tx",NA,"TXL000688",TRUE,NA,"http://www.house.state.tx.us/photos/members/3255.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=126",NA,"2017-01-07 05:53:04",NA,"","126","Republican","",NA,"lower",NA,NA
"140","Hefner","2017-06-20 10:17:51",NA,"Hefner, Cole",NA,"Cole","","TXL000689","tx",NA,"TXL000689",TRUE,NA,"http://www.house.state.tx.us/photos/members/3505.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=5",NA,"2017-01-07 05:53:04",NA,"","5","Republican","",NA,"lower",NA,NA
"141","Holland","2017-06-20 10:17:51",NA,"Holland, Justin",NA,"Justin","","TXL000690","tx",NA,"TXL000690",TRUE,NA,"http://www.house.state.tx.us/photos/members/3205.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=33",NA,"2017-01-07 05:53:04",NA,"","33","Republican","",NA,"lower",NA,NA
"142","Dean","2017-06-20 10:17:51",NA,"Dean, Jay",NA,"Jay","","TXL000691","tx",NA,"TXL000691",TRUE,NA,"http://www.house.state.tx.us/photos/members/3515.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=7",NA,"2017-01-07 05:53:04",NA,"","7","Republican","",NA,"lower",NA,NA
"143","Hinojosa","2017-06-20 10:17:50",NA,"Hinojosa, Gina",NA,"Gina","","TXL000692","tx",NA,"TXL000692",TRUE,NA,"http://www.house.state.tx.us/photos/members/3210.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=49",NA,"2017-01-07 05:53:04",NA,"","49","Democratic","",NA,"lower",NA,NA
"144","Bailes","2017-06-20 10:17:51",NA,"Bailes, Ernest",NA,"Ernest","","TXL000693","tx",NA,"TXL000693",TRUE,NA,"http://www.house.state.tx.us/photos/members/3200.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=18",NA,"2017-01-07 05:53:04",NA,"","18","Republican","",NA,"lower",NA,NA
"145","Swanson","2017-06-20 10:17:51",NA,"Swanson, Valoree",NA,"Valoree","","TXL000694","tx",NA,"TXL000694",TRUE,NA,"http://www.house.state.tx.us/photos/members/3425.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=150",NA,"2017-01-07 05:53:04",NA,"","150","Republican","",NA,"lower",NA,NA
"146","Gooden","2017-06-20 10:17:51",NA,"Gooden, Lance",NA,"Lance","","TXL000695","tx",NA,"TXL000695",TRUE,NA,"http://www.house.state.tx.us/photos/members/2020.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=4",NA,"2017-01-07 05:53:04",NA,"","4","Republican","",NA,"lower",NA,NA
"147","Cain","2017-06-20 10:17:51",NA,"Cain, Briscoe",NA,"Briscoe","","TXL000696","tx",NA,"TXL000696",TRUE,NA,"http://www.house.state.tx.us/photos/members/3265.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=128",NA,"2017-01-07 05:53:04",NA,"","128","Republican","",NA,"lower",NA,NA
"148","Cosper","2017-06-20 10:17:51",NA,"Cosper, Scott",NA,"Scott","","TXL000697","tx",NA,"TXL000697",TRUE,NA,"http://www.house.state.tx.us/photos/members/3215.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=54",NA,"2017-01-07 05:53:04",NA,"","54","Republican","",NA,"lower",NA,NA
"149","Uresti","2017-06-20 10:17:51",NA,"Uresti, Tomas",NA,"Tomas","","TXL000698","tx",NA,"TXL000698",TRUE,NA,"http://www.house.state.tx.us/photos/members/3435.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=118",NA,"2017-01-07 05:53:04",NA,"","118","Democratic","",NA,"lower",NA,NA
"150","Thierry","2017-06-20 10:17:51",NA,"Thierry, Shawn",NA,"Shawn","","TXL000699","tx",NA,"TXL000699",TRUE,NA,"http://www.house.state.tx.us/photos/members/3390.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=146",NA,"2017-01-07 05:53:04",NA,"","146","Democratic","",NA,"lower",NA,NA
"151","Lucio","2017-06-20 10:17:51",NA,"Eddie Lucio III",NA,"Eddie","","TXL000717","tx",NA,"TXL000717",TRUE,"","http://www.house.state.tx.us/photos/members/3610.jpg",NA,"http://www.house.state.tx.us/members/member-page/?district=38",NA,"2017-01-30 05:42:49",NA,"III","38","Democratic","",NA,"lower","",NA
"152","Estes","2017-06-20 10:17:51","99977","Craig Estes"," 2525 Kell Blvd., Suite 302
Wichita Falls, TX 76308
(940) 689-0191","Craig","","TXL000190","tx","49388","TXL000190",TRUE,"a8cbd3c77ee140c0b2693fa9f358b316",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0130","http://www.senate.texas.gov/member.php?d=30","us","2010-06-19 03:51:42","state","","30","Republican","","7031","upper",NA,NA
"153","Hinojosa","2017-06-20 10:17:51","111956","Juan Hinojosa"," 612 Nolana, Suite 410 B
McAllen, TX 78504
(956) 972-1841","Juan ""Chuy""","","TXL000195","tx","10049","TXL000195",TRUE,"c190ea0b18ae4fc79f5c6713e966b3da",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0120","http://www.senate.texas.gov/member.php?d=20","us","2010-06-19 03:51:42","state","","20","Democratic","","2541","upper",NA,NA
"154","Huffman","2017-06-20 10:17:51",NA,"Joan Huffman"," 6217 Edloe
Houston, TX 77005
(713) 662-3821","Joan","","TXL000196","tx","110896","TXL000196",TRUE,"69152ae8ca13461bb220b4be8405042d",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0117","http://www.senate.texas.gov/member.php?d=17","us","2010-06-19 03:51:42","state","","17","Republican","",NA,"upper",NA,NA
"155","Lucio","2017-06-20 10:17:51","112009","Eddie Lucio, Jr."," 1906 E. Tyler Ave., Suite F-2
Harlingen, TX 78550
(956) 365-4458","Eduardo A. (Eddie)","","TXL000198","tx","56543","TXL000198",TRUE,"f89382177e704ec1bc948383a27ceefd",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0606","http://www.senate.texas.gov/member.php?d=27","us","2010-06-19 03:51:42","state","Jr.","27","Democratic","","7777","upper","","1978-12-19"
"156","Nelson","2017-06-20 10:17:51",NA,"Jane Nelson"," 1235 S. Main St., Suite 280
Grapevine, TX 76051
(817) 424-3446","Jane","","TXL000199","tx","5451","TXL000199",TRUE,"722d5603546d4262ad682489327124dc",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0112","http://www.senate.texas.gov/member.php?d=12","us","2010-06-19 03:51:42","state","","12","Republican","",NA,"upper",NA,NA
"157","Nichols","2017-06-20 10:17:51",NA,"Robert Nichols"," 329 Neches Street
Jacksonville, TX 75766
(903) 589-3003","Robert","","TXL000200","tx","59338","TXL000200",TRUE,"1cefda5744d749fca851d945f9e13b59",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0103","http://www.senate.texas.gov/member.php?d=3","us","2010-06-19 03:51:42","state","","3","Republican","",NA,"upper",NA,NA
"158","Seliger","2017-06-20 10:17:51","112091","Kel Seliger"," P.O. Box 9155
Amarillo, TX 79105
(806) 374-8994","Kel","","TXL000203","tx","49550","TXL000203",TRUE,"11e9ea4ef5c6410aad1639509f06a9bd",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0131","http://www.senate.texas.gov/member.php?d=31","us","2010-06-19 03:51:42","state","","31","Republican","","7038","upper",NA,NA
"159","Uresti","2017-06-20 10:17:51",NA,"Carlos Uresti"," 2530 SW Military Drive, Suite 103
San Antonio, TX 78224
(210) 932-2568","Carlos I.","","TXL000206","tx","15218","TXL000206",TRUE,"6383cd88a7ce48dbbb277dccb1a64022",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0119","http://www.senate.texas.gov/member.php?d=19","us","2010-06-19 03:51:42","state","","19","Democratic","",NA,"upper",NA,NA
"160","Watson","2017-06-20 10:17:51",NA,"Kirk Watson",NA,"Kirk","","TXL000208","tx","57991","TXL000208",TRUE,"09af32f667db43c7a200be9efe778369",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0114","http://www.senate.texas.gov/member.php?d=14","us","2010-06-19 03:51:42","state","","14","Democratic","",NA,"upper",NA,NA
"161","West","2017-06-20 10:17:51","112145","Royce West"," 5787 S. Hampton Rd., Suite 385
Dallas, TX 75232
(214) 467-0123","Royce","","TXL000210","tx","5463","TXL000210",TRUE,"bf3b3664d0ca408d9213cf707cc9a557",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0123","http://www.senate.texas.gov/member.php?d=23","us","2010-06-19 03:51:42","state","","23","Democratic","","1146","upper",NA,NA
"162","Whitmire","2017-06-20 10:17:51",NA,"John Whitmire"," 803 Yale Street
Houston, TX 77007
(713) 864-8701","John","","TXL000211","tx","5464","TXL000211",TRUE,"c2c2d651cb9f4bd3b00364f8d9b84715",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0115","http://www.senate.texas.gov/member.php?d=15","us","2010-06-19 03:51:42","state","","15","Democratic","",NA,"upper",NA,NA
"163","Zaffirini","2017-06-20 10:17:51","100078","Judith Zaffirini"," P.O. Box 627
Laredo, TX 78042
(956) 722-2293","Judith","","TXL000213","tx","5465","TXL000213",TRUE,"6c110ce2dbd94a24996b13c9e2343fc0",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0121","http://www.senate.texas.gov/member.php?d=21","us","2010-06-19 03:51:42","state","","21","Democratic","","1148","upper",NA,NA
"164","Creighton","2017-06-20 10:17:51","111876","Brandon Creighton"," 326 1/2 Main Street
Conroe, TX 77301
(936) 539-0028","Brandon","","TXL000240","tx","50127","TXL000240",TRUE,"a22b59c6dbe943b9915f1cecd268c38c",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0726","http://www.senate.texas.gov/member.php?d=4","us","2010-06-19 03:51:42","state","","4","Republican","","7078","upper",NA,NA
"165","Hancock","2017-06-20 10:17:51","111942","Kelly Hancock"," P.O. Box 185096
Fort Worth, TX 76181
(817) 590-9280","Kelly","","TXL000271","tx","59194","TXL000271",TRUE,"ba3847be6cec4d4bb3c14c5aab68a471",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0599","http://www.senate.texas.gov/member.php?d=9","us","2010-06-19 03:51:42","state","","9","Republican","","8117","upper",NA,NA
"166","Kolkhorst","2017-06-20 10:17:51","111993","Lois Kolkhorst"," P.O. Box 1867
Brenham, TX 77834
(979) 251-7888","Lois W.","","TXL000297","tx","49608","TXL000297",TRUE,"dd12690d5d75437e97a1c46fcc48d61e",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0600","http://www.senate.texas.gov/member.php?d=18","us","2010-06-19 03:51:42","state","","18","Republican","","7041","upper",NA,NA
"167","Menéndez","2017-06-20 10:17:51","112027","José Menéndez"," 7121 US Hwy. 90 West, Ste. 240
San Antonio, TX 78227
(210) 673-3579","José","","TXL000312","tx","49908","TXL000312",TRUE,"c36d8b77d70d47cc88ce89a3a97a3024",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0634","http://www.senate.texas.gov/member.php?d=26","us","2010-06-19 03:51:42","state","","26","Democratic","","7063","upper","",NA
"168","Taylor","2017-06-20 10:17:51","112117","Larry Taylor"," 174 Calder Road, Suite 116
League City, TX 77573
(281) 338-0924","Larry","","TXL000349","tx","25471","TXL000349",TRUE,"33194a0192b14e4fbecd8787da18b95b",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0729","http://www.senate.texas.gov/member.php?d=11","us","2010-06-19 03:51:42","state","","11","Republican","","4028","upper",NA,NA
"169","Taylor","2017-06-20 10:17:51",NA,"Van Taylor"," 2121 W. Spring Creek Parkway
Plano, TX 75023
(972) 398-9416","Van","","TXL000350","tx","59392","TXL000350",TRUE,"899eac080af34289bc256f8a56829239",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0594","http://www.senate.texas.gov/member.php?d=8","us","2010-06-19 03:51:42","state","","8","Republican","",NA,"upper",NA,NA
"170","Birdwell","2017-06-20 10:17:51",NA,"Brian Birdwell"," 900 Austin Ave, Suite 500
Waco, TX 76701
(254) 772-6225","Brian","","TXL000364","tx","127373","TXL000364",TRUE,"a6542d226bbc48caa009ee09f8e95d5d",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0122","http://www.senate.texas.gov/member.php?d=22","us","2010-07-17 08:38:47","state","","22","Republican","",NA,"upper",NA,NA
"171","Perry","2017-06-20 10:17:51",NA,"Charles Perry"," 11003 Quaker Avenue, Ste. 101
Lubbock, TX 79424
(806) 783-9934","Charles","","TXL000400","tx","116957","TXL000400",TRUE,"8fb11c2c10654abaa89d9cbf7435c7b0",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0542","http://www.senate.texas.gov/member.php?d=28","us","2011-01-14 22:24:08","state","","28","Republican","",NA,"upper",NA,NA
"172","Schwertner","2017-06-20 10:17:51",NA,"Charles Schwertner"," P.O. Box 2448
Georgetown, TX 78627","Charles","","TXL000405","tx","116941","TXL000405",TRUE,"6d53976941b44bce98877def7e4c3343",""," P.O. Box 2910
Austin, TX 78768
(512) 463-0309","http://www.senate.texas.gov/member.php?d=5","us","2011-01-14 22:24:08","state","","5","Republican","",NA,"upper",NA,NA
"173","Rodríguez	","2017-06-20 10:17:51",NA,"José R. Rodríguez	"," 100 N. Ochoa, Suite A
El Paso, TX 79901
(915) 351-3500","José","R.","TXL000414","tx","117009","TXL000414",TRUE,"2dc5243cf90b4c578a19aae469d7f011",""," P.O. Box 12068, Capitol Station
Austin, TX 78711
(512) 463-0129","http://www.senate.texas.gov/member.php?d=29","us","2011-01-14 22:24:08","state","","29","Democratic","",NA,"upper","",NA
"174","Campbell","2017-06-20 10:17:51",NA,"Donna Campbell",NA,"Donna","","TXL000419","tx",NA,"TXL000419",TRUE,"60862c8f8ee640cdafadf75234812bbb","",NA,"http://www.senate.texas.gov/member.php?d=25",NA,"2013-01-09 00:29:35",NA,"","25","Republican","",NA,"upper",NA,NA
"175","Garcia","2017-06-20 10:15:30",NA,"Sylvia R. Garcia",NA,"Sylvia R.","","TXL000473","tx",NA,"TXL000473",TRUE,NA,"",NA,"http://www.senate.texas.gov/member.php?d=6",NA,"2013-03-12 18:18:45",NA,"","6","Democratic","",NA,"upper",NA,NA
"176","Huffines","2017-06-20 10:17:51",NA,"Don Huffines",NA,"Don","","TXL000479","tx",NA,"TXL000479",TRUE,NA,"",NA,"http://www.senate.texas.gov/member.php?d=16",NA,"2015-01-14 00:53:27",NA,"","16","Republican","",NA,"upper",NA,NA
"177","Bettencourt","2017-06-20 10:17:51",NA,"Paul Bettencourt",NA,"Paul","","TXL000482","tx",NA,"TXL000482",TRUE,NA,"",NA,"http://www.senate.texas.gov/member.php?d=7",NA,"2015-01-14 00:53:27",NA,"","7","Republican","",NA,"upper",NA,NA
"178","Burton","2017-06-20 10:17:51",NA,"Konni Burton",NA,"Konni","","TXL000487","tx",NA,"TXL000487",TRUE,NA,"",NA,"http://www.senate.texas.gov/member.php?d=10",NA,"2015-01-14 00:53:27",NA,"","10","Republican","",NA,"upper",NA,NA
"179","Hall","2017-06-20 10:17:51",NA,"Bob Hall",NA,"Bob","","TXL000503","tx",NA,"TXL000503",TRUE,NA,"",NA,"http://www.senate.texas.gov/member.php?d=2",NA,"2015-01-14 00:53:27",NA,"","2","Republican","",NA,"upper",NA,NA
"180","Buckingham","2017-06-20 10:17:51",NA,"Dawn Buckingham",NA,"Dawn","","TXL000705","tx",NA,"TXL000705",TRUE,NA,"",NA,"http://www.senate.texas.gov/member.php?d=24",NA,"2017-01-18 03:03:18",NA,"","24","Republican","",NA,"upper",NA,NA
"181","Miles","2017-06-20 10:17:51",NA,"Borris L. Miles",NA,"Borris L.","","TXL000707","tx",NA,"TXL000707",TRUE,NA,"",NA,"http://www.senate.texas.gov/member.php?d=13",NA,"2017-01-18 03:03:18",NA,"","13","Democratic","",NA,"upper",NA,NA
"182","Hughes","2017-06-20 10:17:51",NA,"Bryan Hughes",NA,"Bryan","","TXL000716","tx",NA,"TXL000716",TRUE,NA,"",NA,"http://www.senate.texas.gov/member.php?d=1",NA,"2017-01-27 05:42:08",NA,"","1","Republican","",NA,"upper",NA,NA
